id,year,month,day,timestamp,event_validity,cause_code,focal_depth,primary_magnitude,country,state,location_name,latitude,longitude,region_code,maximum_water_height,abe,iida,soloviev,warning_status,deaths,deaths_description,missing,missing_description,injuries,injuries_description,damage_millions_dollars,damage_description,houses_destroyed,houses_destroyed_description,houses_damaged,houses_damaged_description,total_deaths,total_deaths_description,total_missing,total_missing_description,total_injuries,total_injuries_description,total_damage_in_millions_dollars,total_damage_description,total_houses_destroyed,total_houses_destroyed_description,total_houses_damaged,total_houses_damaged_description
3454,1876,12,23,1876-12-23 00:00:00,3,0,,,ITALY,,LIGURIAN SEA,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5480,1879,2,4,1879-02-04 00:00:00,1,6,,,ITALY,,STROMBOLI ISLAND,38.789,15.213,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3456,1880,4,26,1880-04-26 07:45:00,1,1,,,ITALY,,CALIBRIAN ARC,37.27,14.68,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4214,1887,2,23,1887-02-23 05:21:00,4,1,,6.3,ITALY,,LIGURIA-COTE D'AZUR,43.917,8.067,50,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,
3462,1887,2,23,1887-02-23 06:20:00,3,1,,,ITALY,,LIGURIAN SEA,43.7,8.1,50,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,
3463,1888,7,30,1888-07-30 08:27:00,2,1,,,ITALY,,LIGURIAN SEA,,,50,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,
4200,1888,7,30,1888-07-30 00:00:00,2,1,,,ITALY,,LIGURIA-COTE D'AZUR,,,50,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
3465,1889,12,8,1889-12-08 00:00:00,1,1,,,ITALY,,GARGANO PENINSULA,42.05,15.5,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4234,1889,12,8,1889-12-08 00:00:00,2,1,,5.6,ITALY,,GARGANO,41.008,15.7,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3467,1892,11,15,1892-11-15 11:20:00,1,1,,,ITALY,,TYRRHENIAN SEA,40.54,13,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4213,1894,11,16,1894-11-16 17:52:00,4,1,,6.1,ITALY,,TYRRHENIAN CALABRIA,38.283,15.867,50,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,
3408,1895,11,1,1895-11-01 00:00:00,1,1,,,ITALY,,TYRRHENIAN SEA,41.7,12.2,50,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,
3409,1896,10,16,1896-10-16 06:15:00,1,1,,,ITALY,,LIGURIAN SEA,43.7,8.1,50,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
3410,1903,5,13,1903-05-13 00:00:00,1,1,,,ITALY,,CALABRIAN ARC,38.1,13.4,50,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
3413,1906,4,4,1906-04-04 00:00:00,4,6,,,ITALY,,TYRRHENIAN SEA,40.821,14.426,50,0.4,,,3,,,,,,,,,,,,,,350,3,,,300,3,,,,,,
4195,1906,4,4,1906-04-04 00:00:00,4,6,,,ITALY,,CAMPANIA,40.817,14.433,50,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
3416,1914,1,15,1914-01-15 04:28:00,1,1,,,ITALY,,LIGURIAN SEA,43.5,10.2,50,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
3811,1916,8,16,1916-08-16 07:06:00,4,1,,5.9,ITALY,,CENTRAL ADRIATIC,43.967,12.667,50,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
3417,1919,10,22,1919-10-22 06:06:00,-1,1,10,5.6,ITALY,,TYRRHENIAN SEA,41.4,12.6,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3418,1925,5,11,1925-05-11 00:00:00,-1,9,,,ITALY,,CALABRIAN ARC,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3419,1926,8,17,1926-08-17 01:42:00,2,1,100,5.3,ITALY,,AEOLIAN ISLANDS,38.567,14.833,50,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,
3403,1932,5,7,1932-05-07 00:00:00,-1,9,,,ITALY,,CALABRIAN ARC,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3404,1939,1,27,1939-01-27 20:10:15,1,1,15,,ITALY,,CALABRIAN ARC,38.5,14.7,50,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
3400,1940,1,15,1940-01-15 13:19:24,2,1,15,5.1,ITALY,,NORTHERN SICILY,38.067,13.467,50,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,
3399,1941,3,16,1941-03-16 18:48:00,2,1,,,ITALY,,CALABRIAN ARC,38.3,12.2,50,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
3395,1954,2,,,4,6,,,ITALY,,STROMBOLI ISLAND,38.789,15.213,50,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,
1918,1961,6,6,1961-06-06 00:00:00,1,9,,,ITALY,,AEGEAN SEA,,,50,0.9,,-0.1,2,,,,,,,,,,,,,,,,,,,,,,,,,
3798,1968,4,18,1968-04-18 19:38:15,4,1,7,4.6,ITALY,,LIGURIA-COTE D'AZUR,44.08,8,50,3,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
2591,1988,4,20,1988-04-20 05:30:00,4,8,,,ITALY,,"LA FOSSA VOLCANO, VULCANO IS.",38.4,14.967,50,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5716,2019,8,28,2019-08-28 00:00:00,3,6,,,ITALY,,STROMBOLI ISLAND,38.789,15.213,50,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,704,8,2,0704-08-02 00:00:00,4,1,,7,JAPAN,,KUMANONADA,33.8,136.7,85,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
58,745,6,9,0745-06-09 00:00:00,3,1,,6.5,JAPAN,,"OSAKA BAY, JAPAN",34.6,135.3,85,,,1,1,,,3,,,,,,,,,,,,3,,,,,,,,,,
5457,765,7,,,-1,6,,,JAPAN,,KYUSHU ISLAND,,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,766,7,20,0766-07-20 00:00:00,4,6,,6.5,JAPAN,,N. KAGOSHIMA BAY,31.6,130.7,85,,,1.5,1.5,,,3,,,,,,,,,,,,3,,,,,,,,,,
63,799,9,18,0799-09-18 00:00:00,2,0,,,JAPAN,,"KASHIMA, JAPAN",,,85,2,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
66,818,8,,,4,3,,7.9,JAPAN,,TOKAIDO,35.2,139.3,85,,,2,1,,,3,,,,,,,,,,,,3,,,,,,,,,,
70,855,6,,,-1,0,,,JAPAN,,NANKAIDO,,,85,2,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
76,887,8,2,0887-08-02 00:00:00,3,1,,6.5,JAPAN,,NIIGATA,37.5,138.1,85,,,2,1,,2000,4,,,,,,,,,,,2000,4,,,,,,,,,,
79,922,,,,4,1,,7,JAPAN,,KUMANONADA,33.8,136.7,85,2,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
5500,1088,5,13,1088-05-13 00:00:00,3,1,,,JAPAN,,"MIYAKO, IWATE PREFECTURE",39.64,141.96,85,,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,
93,1088,6,10,1088-06-10 00:00:00,4,1,,7,JAPAN,,"MIYAKO, IWATE PREFECTURE",40.5,143,85,,,1,1.5,,,,,,,,,,,,,,,,,,,,,,,,,
95,1092,9,13,1092-09-13 00:00:00,-1,9,,,JAPAN,,"TERADOMARI, NIIGARA PREFECTURE",,,85,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
105,1257,10,9,1257-10-09 00:00:00,4,1,,7.5,JAPAN,,OFF SANRIKU,39,144,85,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
114,1331,8,15,1331-08-15 00:00:00,4,1,,7,JAPAN,,"OFF TANABE, WAKAYAMA PREFECTURE",33.7,135.2,85,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
116,1341,10,31,1341-10-31 00:00:00,3,1,,7,JAPAN,,"JUSANKO, TSUGARU AOMORI PREFECTURE",41,139.5,85,,,2.5,2.5,,2600,4,,,,,,,,,,,2600,4,,,,,,,,,,
122,1360,11,22,1360-11-22 00:00:00,4,1,,7,JAPAN,,KUMANONADA,33.4,136.2,85,,,2.5,2,,,3,,,,,,,,,,,,3,,,,,,,,,,
128,1403,12,,,4,1,,7,JAPAN,,KUMANONADA,33.7,136.5,85,2,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
129,1406,10,16,1406-10-16 00:00:00,-1,9,,6.2,JAPAN,,"SHIZUOKA, JAPAN",34.4,138.4,85,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
131,1408,1,21,1408-01-21 00:00:00,4,1,,7,JAPAN,,KUMANONADA,33.8,136.9,85,2,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
148,1500,7,10,1500-07-10 00:00:00,-1,1,,,JAPAN,,TOKAIDO,,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,1510,10,10,1510-10-10 00:00:00,-1,9,,,JAPAN,,ENSHUNADA SEA,34.5,137.6,85,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,
158,1512,10,,,1,0,,,JAPAN,,TOKUSHIMA PREFECTURE,,,85,,,,1.5,,3700,4,,,,,,,,,,,3700,4,,,,,,,,,,
161,1521,10,,,-1,0,,,JAPAN,,NANKAIDO,,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,1545,2,7,1545-02-07 00:00:00,2,1,,,JAPAN,,IZU PENINSULA,34.8,139,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,1562,7,25,1562-07-25 00:00:00,1,0,,,JAPAN,,W. KYUSHU ISLAND,32.5,130.6,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,1571,5,20,1571-05-20 00:00:00,2,0,,,JAPAN,,"TAKADA, JAPAN",,,85,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
188,1585,6,11,1585-06-11 00:00:00,1,0,,,JAPAN,,OFF MIYAGI PREFECTURE,,,85,2,,1,0.5,,,,,,,,,,,,,,,,,,,,,,,,,
191,1586,1,18,1586-01-18 00:00:00,4,1,,8.2,JAPAN,,ISE BAY,35,136.8,85,,,2,1,,,3,,,,,,3,,3,,,8000,4,,,,,,,10000,4,,
204,1597,9,10,1597-09-10 00:00:00,3,3,,6.4,JAPAN,,"BEPPU BAY, JAPAN",33.3,131.6,85,,,1,1,,40,1,,,,,,,,,,,40,1,,,,,,,,,,
207,1602,2,8,1602-02-08 00:00:00,4,3,,7.2,JAPAN,,"BOSO, JAPAN",35.1,140.5,85,,,1,1,,,3,,,,,,,,,,,,3,,,,,,,,,,
209,1603,,,,2,0,,,JAPAN,,KUMANONADA,,,85,2,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
219,1606,1,23,1606-01-23 00:00:00,4,6,,,JAPAN,,CHICHIJIMA-TOKAIDO,31.9,140,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,1616,12,6,1616-12-06 00:00:00,2,1,,7.5,JAPAN,,SANRIKU,39,144.5,85,,,1,1,,200,3,,,,,,,,,,,200,3,,,,,,,,,,
256,1642,9,4,1642-09-04 00:00:00,4,1,,6.7,JAPAN,,"BOSO, JAPAN",35.2,140.6,85,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
267,1649,7,30,1649-07-30 00:00:00,-1,0,,,JAPAN,,TOKAIDO,,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,1657,12,,,-1,9,,,JAPAN,,CHOSHI,,,85,,,1,1,,,2,,,,,,,,,,,,2,,,,,,,,,,
289,1662,10,20,1662-10-20 00:00:00,-1,1,,,JAPAN,,SANRIKU,,,85,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
295,1667,,,,4,1,,6.7,JAPAN,,"MIYAKOJIMA, JAPAN",25,125.5,85,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
305,1670,9,,,-1,9,,,JAPAN,,"SEIONAIKAI, JAPAN",,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5423,1671,2,27,1671-02-27 00:00:00,1,1,,6.9,JAPAN,,NANKAIDO,33.4,134.7,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,1680,8,29,1680-08-29 00:00:00,-1,9,,,JAPAN,,ENSHUNADA,,,85,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
336,1687,7,26,1687-07-26 00:00:00,-1,9,,,JAPAN,,S. JAPAN,,,85,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
342,1689,,,,2,0,,,JAPAN,,SANRIKU,,,85,2,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
351,1696,7,25,1696-07-25 00:00:00,-1,9,,,JAPAN,,"FUKUSHIMA, JAPAN",,,85,,,2,1,,2450,4,,,,,,,,,,,2450,4,,,,,,,,,,
352,1696,11,25,1696-11-25 00:00:00,1,9,,,JAPAN,,ISHINOMAKI,,,85,,,1,2,,,1,,,,,,,,,,,,1,,,,,,,,,,
355,1698,12,22,1698-12-22 00:00:00,4,1,,6.4,JAPAN,,SEIKAIDO-NANKAIDO,33.3,131.7,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,1699,3,,,1,8,,,JAPAN,,SW. KYUSHU ISLAND,,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,1699,9,8,1699-09-08 00:00:00,-1,0,,,JAPAN,,ENSHUNADA,,,85,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
370,1704,1,,,2,0,,,JAPAN,,SURUGA,34.8,138.6,85,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
2952,1707,10,28,1707-10-28 04:00:00,4,1,,8.4,JAPAN,,ENSHUNADA,34.1,137.8,85,11,,3,,,2000,4,,,,,,4,10000,4,,,2000,4,,,,,,,10000,4,,
386,1715,12,29,1715-12-29 00:00:00,4,1,,6.6,JAPAN,,SEIKAIDO,33.3,131.7,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5502,1716,,,,-1,0,,,JAPAN,,OSHIMA ISLAND,34.73,139.4,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,1718,10,5,1718-10-05 00:00:00,-1,0,,,JAPAN,,TOKAIDO,,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,1722,9,24,1722-09-24 00:00:00,-1,9,,,JAPAN,,"ISE BAY, JAPAN",,,85,,,1,1.5,,,,,,,,,,,,,,,,,,,,,,,,,
5424,1730,11,10,1730-11-10 00:00:00,1,1,,7.6,JAPAN,,KASHIMA,36.2,142.2,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,1731,10,7,1731-10-07 00:00:00,-1,1,,6.6,JAPAN,,SANRIKU,,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,1732,12,4,1732-12-04 00:00:00,3,1,,6.5,JAPAN,,"KUJUKURI BEACH, JAPAN",35.2,140.8,85,2,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
403,1732,,,,1,0,,,JAPAN,,"HACHIJO ISLAND, JAPAN",33.1,139.767,85,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
441,1751,7,24,1751-07-24 00:00:00,1,0,,,JAPAN,,MIYAGI,,,85,,,0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,
520,1778,7,,,1,0,,,JAPAN,,"HIGO, JAPAN",,,85,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,
525,1780,9,9,1780-09-09 00:00:00,4,6,,,JAPAN,,SW. KYUSHU ISLAND,31.6,130.7,85,2,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,
528,1780,10,31,1780-10-31 00:00:00,4,6,,,JAPAN,,SW. KYUSHU ISLAND,31.6,130.7,85,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,
553,1789,,,,2,0,,,JAPAN,,SANRIKU,38,141,85,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
571,1792,8,29,1792-08-29 00:00:00,-1,0,,,JAPAN,,TOKAIDO,34.5,136.7,85,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
577,1797,11,21,1797-11-21 00:00:00,2,6,,,JAPAN,,SW. KYUSHU ISLAND,31.6,130.7,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
599,1808,8,8,1808-08-08 00:00:00,4,1,,6.5,JAPAN,,"E. AWA, TOKUSHIMA PREFECTURE",33.9,134.8,85,1.5,,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,
600,1808,12,4,1808-12-04 00:00:00,1,0,,,JAPAN,,TOKAIDO,,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
618,1816,12,20,1816-12-20 00:00:00,-1,8,,,JAPAN,,"W. IZU PENIN., JAPAN",,,85,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
667,1828,5,26,1828-05-26 00:00:00,4,1,,6.4,JAPAN,,AMAKUSA SEA,32.6,129.9,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
692,1835,8,19,1835-08-19 00:00:00,-1,1,,,JAPAN,,"MIYAGI, JAPAN",,,85,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
700,1836,9,5,1836-09-05 00:00:00,-1,1,,5.9,JAPAN,,SANRIKU,37.7,142,85,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
713,1839,5,1,1839-05-01 00:00:00,1,1,,7.3,JAPAN,,SE. HOKKAIDO ISLAND,42.5,145,85,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
737,1844,3,8,1844-03-08 00:00:00,-1,0,,,JAPAN,,"IAMACHI, JAPAN",,,85,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
746,1845,9,,,-1,1,,,JAPAN,,"NAGASAKI, JAPAN",,,85,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,
750,1846,3,,,4,1,,6.9,JAPAN,,SANRIKU,39.5,142.5,85,2,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
774,1850,7,20,1850-07-20 00:00:00,1,8,,,JAPAN,,SANRIKU,39.5,142,85,2,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,
5475,1853,10,3,1853-10-03 00:00:00,2,1,,,JAPAN,,OKINAWA ISLAND,26.2,127.6,85,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5426,1855,12,3,1855-12-03 00:00:00,1,1,,7,JAPAN,,NANKAIDO,32.5,134.5,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5503,1856,9,,,2,9,,,JAPAN,,TOKYO BAY,35.6,139.7,85,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
876,1858,9,,,1,1,,,JAPAN,,RYUKYU ISLANDS,26.2,127.5,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
930,1863,9,20,1863-09-20 00:00:00,3,1,,6.4,JAPAN,,NW. HOKKAIDO ISLAND,44.6,141.5,85,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
936,1865,3,1,1865-03-01 00:00:00,1,0,,,JAPAN,,RYUKYU ISLANDS,26.2,127.5,85,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,
5536,1876,10,26,1876-10-26 00:00:00,2,2,,,JAPAN,,RYUKYU ISLANDS,,,85,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
1121,1880,11,,,1,1,,,JAPAN,,"TOYAMA PREF., JAPAN",36.7,137.3,85,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
1125,1881,10,25,1881-10-25 00:00:00,2,1,,7,JAPAN,,HOKKAIDO ISLAND,43.3,147.3,85,,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,
1150,1884,11,15,1884-11-15 00:00:00,-1,9,,,JAPAN,,OKAYAMA PREFECTURE,,,85,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
1200,1892,12,9,1892-12-09 00:00:00,4,1,,6.5,JAPAN,,SW. HONSHU ISLAND,37,136.8,85,,,,0,,,,,,,,,,,,,,1,1,,,,,,,2,1,,
1204,1893,6,13,1893-06-13 00:00:00,4,1,,6.9,JAPAN,,"NEMURO, JAPAN",42.5,145.5,85,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
1214,1894,10,22,1894-10-22 08:35:00,4,1,,7,JAPAN,,"YAMAGATA, JAPAN",38.9,139.8,85,,,-1,-1,,,,,,,,,,,,,,726,3,,,,,,,3858,4,,
1224,1895,5,25,1895-05-25 00:00:00,1,1,,,JAPAN,,W. KYUSHU ISLAND,33,130,85,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,
1231,1896,1,9,1896-01-09 00:00:00,4,1,,7.6,JAPAN,,"KASHIMA, JAPAN",36.5,141,85,0.25,,,-2.5,,,,,,,,,,,,,,,,,,,,,,,,,
5421,1899,10,7,1899-10-07 00:00:00,2,0,,,JAPAN,,TAGONOURA,35.1,138.75,85,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
1269,1899,11,25,1899-11-25 18:55:00,4,1,,6.9,JAPAN,,SEIKAIDO,32.7,132.3,85,,,-1,-2,,,,,,,,,,,,,,,,,,,,,,,,,
1278,1901,6,15,1901-06-15 00:00:00,4,1,33,6,JAPAN,,"IWATE, JAPAN",39,143,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1283,1901,8,9,1901-08-09 20:00:00,4,1,33,6.3,JAPAN,,OFF NORTHEAST COAST HONSHU,40.5,142.5,85,0.02,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,
1324,1905,7,6,1905-07-06 16:21:00,3,1,33,7,JAPAN,,JAPAN:  OFF FUKUSHIMA,37.4,142.6,85,,,-1,,,57,2,,,,,,,,,,,57,2,,,,,,,,,,
1521,1923,6,1,1923-06-01 17:24:00,4,1,40,7.3,JAPAN,,"KASHIMA, JAPAN",35.4,141.8,85,0.4,,-1.3,-1.5,,,,,,,,,,,,,,,,,,,,,,,,,
1527,1923,9,2,1923-09-02 02:46:40,4,1,20,7.7,JAPAN,,RYUKYU ISLANDS,34.9,140.2,85,0.3,,-1.7,-1.5,,,,,,,,,,,,,,,,,,,,,,,,,
1579,1927,8,18,1927-08-18 19:28:00,4,1,20,6.4,JAPAN,,"KASHIMA, JAPAN",34.2,142,85,0.4,,-1.3,,,,,,,,,,,,,,,,,,,,,,,,,,
1602,1928,5,27,1928-05-27 09:50:00,4,1,40,7,JAPAN,,SANRIKU,40,143.2,85,0.45,,-2.3,-2,,,,,,,,,,,,,,,,,,,,,,,,,
5504,1928,5,30,1928-05-30 00:00:00,-1,0,,,JAPAN,,SAPPORO,43.062,141.354,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1614,1929,5,21,1929-05-21 16:35:00,4,1,30,7.1,JAPAN,,HIUGANADA,31.7,132.2,85,0.7,,-0.5,,,,,,,,,,,,,,,,,,,,,,,,,,
1639,1931,3,9,1931-03-09 03:49:00,4,1,60,7.6,JAPAN,,SANRIKU,41.2,142.5,85,0.4,,-1.3,-1,,,,,,,,,,,,,,,,,,,,,,,,,
1646,1931,11,2,1931-11-02 10:02:00,4,1,40,7.1,JAPAN,,SEIKAIDO,32.2,132.1,85,0.8,,-0.3,,,,,,,,,,,,,,,1,1,,,,,,,14,1,,
1664,1933,6,18,1933-06-18 21:37:00,4,1,20,7.1,JAPAN,,SANRIKU,38.1,142.4,85,0.2,,-2.3,,,,,,,,,,,,,,,,,,,,,,,,,,
1678,1935,7,19,1935-07-19 00:50:00,4,1,,6.5,JAPAN,,JAPAN,36.6,141.4,85,0.2,,-2.3,,,,,,,,,,,,,,,,,,,,,,,,,,
1684,1935,10,12,1935-10-12 16:45:00,4,1,10,7.2,JAPAN,,SANRIKU,39.9,143.7,85,0.3,,-1.7,-1,,,,,,,,,,,,,,,,,,,,,,,,,
1685,1935,10,18,1935-10-18 00:11:00,4,1,10,7,JAPAN,,SANRIKU,40.7,144.3,85,0.2,,-2.3,-2,,,,,,,,,,,,,,,,,,,,,,,,,
1695,1936,11,2,1936-11-02 20:46:00,4,1,40,7.7,JAPAN,,SANRIKU,38.2,142.2,85,0.7,,-0.5,,,,,,,,,,,,,,,,,,,,,,,,,,
1711,1938,5,23,1938-05-23 07:18:00,4,1,,7.1,JAPAN,,JAPAN TRENCH,36.7,141.4,85,0.83,,-0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
1717,1938,11,5,1938-11-05 10:50:15,4,1,30,7.6,JAPAN,,SANRIKU,37.2,141.7,85,0.56,,0.1,-0.5,,,,,,,,,,,,,,,,,,,,,,,,,
1718,1938,11,6,1938-11-06 08:53:53,4,1,0,7.5,JAPAN,,OFF FUKUSHIMA PREFECTURE,37.5,141.8,85,1.26,,0.4,-0.5,,,,,,,,,,,,,,,,,,,,,,,,,
1719,1938,11,6,1938-11-06 21:38:47,4,1,20,7.1,JAPAN,,OFF FUKUSHIMA PREFECTURE,37,141.7,85,1.25,,0.3,-0.5,,,,,,,,,,,,,,,,,,,,,,,,,
1721,1938,11,9,1938-11-09 02:22:00,-1,1,20,6.5,JAPAN,,SANRIKU,37.6,141.2,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1725,1938,11,13,1938-11-13 22:31:00,4,1,60,6,JAPAN,,SANRIKU,37,141.5,85,0.75,,-0.5,-1.5,,,,,,,,,,,,,,,,,,,,,,,,,
1726,1938,11,16,1938-11-16 11:08:00,-1,1,30,6.9,JAPAN,,SANRIKU,37.4,141.6,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1727,1938,11,22,1938-11-22 01:14:00,4,1,10,6.9,JAPAN,,SANRIKU,36.7,142.1,85,0.3,,-1.7,-2.5,,,,,,,,,,,,,,,,,,,,,,,,,
1728,1938,11,30,1938-11-30 02:29:00,4,1,50,7,JAPAN,,SANRIKU,37,142.2,85,0.2,,-2.3,-3,,,,,,,,,,,,,,,,,,,,,,,,,
1753,1943,6,13,1943-06-13 05:12:00,4,1,20,7.1,JAPAN,,SE. HOKKAIDO ISLAND,41.2,143.3,85,0.6,,-0.7,-0.5,,,,,,,,,,,,,,,,,,,,,,,,,
1760,1945,2,10,1945-02-10 04:57:00,4,1,20,7.3,JAPAN,,SANRIKU,40.9,142.1,85,0.4,,-1.3,-1.5,,,,,,,,,,,,,,2,1,,,,,,,2,1,,
1781,1948,4,17,1948-04-17 16:11:00,4,1,40,7.2,JAPAN,,TOKAIDO,33.1,135.6,85,0.6,,-0.7,-1,,,,,,,,,,,,,,,,,,,,,,,,,
1824,1952,9,16,1952-09-16 02:50:00,4,6,,,JAPAN,,MYOJINSHO SUBMARINE VOLCANO,32.1,139.85,85,0.15,,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,
1825,1952,9,23,1952-09-23 04:20:00,4,6,,,JAPAN,,MYOJINSHO SUBMARINE VOLCANO,32.1,139.85,85,0.05,,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,
1827,1952,9,26,1952-09-26 03:33:00,4,6,,,JAPAN,,MYOJINSHO SUBMARINE VOLCANO,32.1,139.85,85,0.1,,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,
1833,1953,3,11,1953-03-11 00:00:00,4,6,,,JAPAN,,MYOJINSHO SUBMARINE VOLCANO,32.1,139.85,85,6,,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,
5566,1953,3,25,1953-03-25 00:00:00,4,6,,,JAPAN,,MYOJINSHO SUBMARINE VOLCANO,32.1,139.85,85,0.05,,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,
